frame_check,relative_angle
1,0.0
2,22.6198649480404
3,22.6198649480404
4,356.0548137709624
5,18.00921562937981
6,355.6240265539538
7,97.82310270298308
8,67.6198649480404
9,22.6198649480404
10,17.002284357913595
11,356.90991116722915
12,356.87915659180754
13,15.666907479866495
14,94.18491612511838
15,359.65609188818587
16,95.76146618030214
17,20.537299668309515
18,30.895757775115612
19,19.658928813876628
20,97.26972845561596
21,0.48437306994003393
22,18.80579011375005
23,97.62478581886444
24,31.440244500061453
25,66.3468349279837
26,359.191172139295
27,0.8184554616885862
28,67.6198649480404
29,96.67446904711755
30,17.17953291703492
31,355.4037533907329
32,67.6198649480404
33,22.6198649480404
34,17.54025708802584
35,93.8612146001982
36,30.609191714437316
37,96.97761849083167
38,18.74134044519269
39,22.6198649480404
40,19.89355395413412
41,22.6198649480404
42,20.130312026041224
43,98.83826771238677
44,1.7220994492015507
45,358.93777722350194
46,96.3996712524376
47,1.5150263631107919
48,96.23032461400561
49,72.38350663876656
50,17.984401521137784
51,17.6927550003914
52,22.6198649480404
53,93.8612146001982
54,31.5924915629368
55,18.80579011375005
56,67.6198649480404
57,96.11550356628538
58,67.6198649480404
59,22.6198649480404
60,67.6198649480404
61,3.0832100099120225
62,22.6198649480404
63,22.6198649480404
64,21.59683475937254
65,33.54266966790965
66,1.3225108990066587
67,96.3996712524376
68,16.813138042508797
69,354.319109182034
70,67.6198649480404
71,349.44135328864763
72,88.99048721738359
73,350.71175801238724
74,22.6198649480404
75,352.7608487831173
76,62.72077249425263
77,68.42679440314276
78,1.3019526725788637
79,108.96764216773408
80,292.6198649480404
81,84.72259391709275
82,16.473239288393756
83,12.559175152717444
84,15.96543990203378
85,12.86744000638663
86,292.6198649480404
87,9.815598882753648
88,27.383506638766562
89,11.123301930454602
90,43.474322987618734
91,76.6593477513955
92,292.6198649480404
93,6.6744690471175545
94,7.047321351230153
95,10.96057229451742
96,22.6198649480404
97,14.226939760647895
98,19.849649150840207
99,22.6198649480404
100,54.71245627677456
101,94.53641956499177
102,306.3268259521202
103,22.6198649480404
104,106.67300189406691
105,103.48968846576173
106,66.28764509417078
107,292.6198649480404
108,72.81429385577519
109,76.6593477513955
110,292.6198649480404
111,292.6198649480404
112,292.6198649480404
113,292.6198649480404
114,326.3099324740202
115,13.014660793027474
116,80.61448173995689
117,39.83593853583113
118,51.58752559410442
119,292.6198649480404
120,16.037920292862395
121,334.7857539317339
122,57.55080224915099
123,302.62784474948177
124,62.51769969568221
125,60.49484859913861
126,67.6198649480404
127,351.65610841596686
128,350.4948665076529
129,72.93441061798512
130,96.06279357240373
131,95.02744038585882
132,56.30993247402017
133,29.636366692763318
134,54.227367194289286
135,347.5461104546921
136,318.6733602585314
137,90.07680394798251
138,94.93547292148264
139,93.17983011986422
140,89.82334348009778
141,334.4749074833424
142,335.8483952080063
143,14.953060686226252
144,59.8546989296151
145,346.41040813085436
146,107.0022843579136
147,111.68067400230484
148,33.54266966790965
149,5.761466180302136
150,305.55792126522687
151,35.30024843986024
152,22.6198649480404
153,44.786210770122864
154,5.821493166735081
155,7.269728455615962
156,3.526372947554762
157,108.47524120693612
158,292.6198649480404
159,26.433939782330754
160,292.6198649480404
161,319.74116835219905
162,28.790040043070007
163,359.65609188818587
164,292.6198649480404
165,0.8184554616885862
166,300.74996730219635
167,304.6313433344058
168,310.7579471036377
169,35.04580781346789
170,12.669238260088775
171,295.05651319485054
172,23.47496234430713
173,292.6198649480404
174,292.6198649480404
175,2.897587183593373
176,4.835976505347901
177,106.54740854083269
178,293.98379247964334
179,104.48976259388445
180,37.551282126177966
181,321.7439184428178
182,111.42637552405836
183,355.10786232418894
184,351.65610841596686
185,63.31539598753244
186,59.8546989296151
187,331.2796732021305
188,337.6198649480404
189,359.1212992720883
190,321.5708601555072
191,39.657632743666056
192,292.6198649480404
193,327.8374579162331
194,67.6198649480404
195,98.33876921206956
196,325.0910572388889
197,322.63823237564947
198,321.7874783276182
199,321.67446904711755
200,324.37934503285317
201,320.69235188389337
202,341.8340434707744
203,22.6198649480404
204,86.56636963754943
205,333.1058764900391
206,293.7656277862155
207,324.84862238313895
208,70.34617594194668
209,68.42679440314276
210,33.008722763510036
211,28.330458085540045
212,64.8271625823271
213,22.6198649480404
214,75.56333675863084
215,53.58362148011395
216,22.6198649480404
217,22.6198649480404
218,22.6198649480404
219,307.6883531075326
220,22.6198649480404
221,22.6198649480404
222,337.6198649480404
223,63.22115959304489
224,21.112429189265413
225,26.196199323037774
226,22.6198649480404
227,59.69293826535079
228,305.8603848632276
229,26.196199323037774
230,16.763851362611433
231,22.6198649480404
232,25.10941787003958
233,48.36057330427326
234,42.34214271248743
235,47.92124357346012
236,9.227367194289286
237,12.495193292642568
238,54.62524815612392
239,17.230553188067006
240,300.6091917144373
241,292.6198649480404
242,12.128387935708815
243,345.1157225877703
244,22.6198649480404
245,64.60707744385707
246,38.328502777056144
247,325.9605722945174
248,294.05196113220507
249,42.675959684615805
250,29.46263836067135
251,41.677569458168705
252,33.62340579978991
253,31.892466725240695
254,292.6198649480404
255,346.9434567261784
256,322.87630211156966
257,299.25237956317886
258,46.11843062399248
259,48.08321000991202
260,337.6198649480404
261,22.6198649480404
262,337.6198649480404
263,339.05196113220507
264,312.19299077845056
265,311.0548137709624
266,89.12129927208832
267,22.6198649480404
268,29.53109206706506
269,337.6198649480404
270,337.6198649480404
271,339.2564419896571
272,337.6198649480404
273,82.8749836510982
274,324.9673084474824
275,50.42132372797454
276,325.1698684402338
277,295.00580897842923
278,293.72157106324676
279,359.06760127514576
280,43.50566640873342
281,324.6252481561239
282,329.65025455371904
283,329.73672563131066
284,22.6198649480404
285,82.55128212617797
286,306.40146218369404
287,336.8350403450485
288,55.79837660743317
289,56.56345196779222
290,338.32718431658463
291,58.326556348643294
292,58.647238333144
293,337.6198649480404
294,22.6198649480404
295,341.7054817280153
296,22.6198649480404
297,81.8571454138015
298,327.4443541049972
299,22.6198649480404
300,317.563770211465
301,303.66080512836413
302,67.6198649480404
303,54.343467905724424
304,22.6198649480404
305,20.71071251504401
306,57.61188514659909
307,335.32925490540185
308,21.028724676845798
309,329.6929382653508
310,70.76482241273845
311,50.857310486207666
312,49.63253029597894
313,79.67064983144996
314,38.840058643643204
315,325.6905427708021
316,38.42237890197595
317,47.63675842614043
318,296.4983894508881
319,112.6198649480404
320,292.6198649480404
321,40.80891064769173
322,311.90991116722915
323,77.202809671573
324,22.6198649480404
325,22.6198649480404
326,22.6198649480404
327,22.6198649480404
328,337.6198649480404
329,337.6198649480404
330,62.33862431959528
331,337.6198649480404
332,67.6198649480404
333,67.6198649480404
334,67.6198649480404
335,67.6198649480404
336,106.74247234139727
337,292.6198649480404
338,67.6198649480404
339,67.6198649480404
340,292.6198649480404
341,5.517135978988051
342,8.838267712386767
343,292.6198649480404
344,17.305319278095624
345,81.01236270179152
346,78.92979742206063
347,18.534248168065517
348,13.157542740014776
349,22.6198649480404
350,15.344859990151122
351,338.1985905136482
352,7.76125050011575
353,6.529048599188229
354,15.096044509401793
355,1.972874123070028
356,1.7220994492015507
357,296.61077804647016
358,17.020525611519815
359,19.04353057304303
360,58.92436207061564
361,22.6198649480404
362,67.6198649480404
363,16.416417046348556
