frame_check,relative_angle
364,49.58557938091053
365,300.5633367586308
366,316.5063648696751
367,67.6198649480404
368,351.460560439696
369,349.7641429976074
370,19.25340428461061
371,345.5999786932089
372,346.5924915629368
373,348.92979742206063
374,355.5243124542886
375,22.6198649480404
376,102.89228639663878
377,308.4006182575558
378,98.58362148011395
379,337.6198649480404
380,12.315018479274386
381,292.6198649480404
382,104.14872031502557
383,112.6198649480404
384,344.5728224162143
385,16.161048569321736
386,292.6198649480404
387,293.92181762061927
388,82.15432002858051
389,343.47587853346937
390,7.02705400877403
391,22.6198649480404
392,310.212289510222
393,22.6198649480404
394,305.42413101332716
395,22.6198649480404
396,297.9344106179852
397,89.54945269821576
398,109.44003482817618
