check_frame,absolute_angle,relative_angle
372,321.604835496754,345.7258186161966
373,322.7920780782184,346.913061197661
374,328.4652080948117,352.5861912142543
375,332.9044475062482,357.0254306256908
376,290.0952311919048,314.2162143113474
377,0.0,24.1209831194426
378,285.5928109392663,309.7137940587089
379,0.0,24.1209831194426
380,283.8150253412616,307.9360084607042
381,315.6295986084103,339.7505817278529
382,342.2553283749431,6.376311494385675
383,343.68614757373945,7.807130693182046
384,82.5685920288275,106.68957514827008
385,270.0,294.1209831194426
386,270.0,294.1209831194426
387,353.54118362128133,17.662166740723933
388,270.0,294.1209831194426
389,17.281498371816642,41.402481491259266
390,59.53445508054013,83.65543819998271
391,347.347443499442,11.468426618884621
392,328.5704343851615,352.6914175046041
393,348.69006752597977,12.81105064542237
394,354.92039213998544,19.041375259428037
395,287.10272896905235,311.22371208849495
396,0.0,24.1209831194426
397,278.3256503304268,302.4466334498694
398,71.56505117707799,95.68603429652057
399,291.19405648154225,315.31503960098485
400,354.6441749571448,18.765158076587397
