check_frame,absolute_angle,relative_angle
1,335.8790168805574,0.0
2,336.90317808183914,1.0241612012817427
3,50.792796495032164,74.91377961447478
4,332.47477425625567,356.59575737569827
5,333.01976928177714,357.14075240121974
6,332.7648533006975,356.8858364201401
7,74.05460409907715,98.17558721851975
8,45.0,69.1209831194426
9,332.19854122006586,356.31952433950846
10,354.9868862449642,19.10786936440678
11,334.6986213745803,358.8196044940229
12,334.6538240580533,358.7748071774959
13,335.85445803957833,359.97544115902093
14,353.0470425318261,17.168025651268692
15,78.17851165939275,102.29949477883537
16,338.4286928087454,2.5496759281879804
17,357.0390638658362,21.160046985278825
18,356.9335144988741,21.054497618316702
19,357.0390638658362,21.160046985278825
20,354.5596679689945,18.680651088437116
21,75.20323775494266,99.32422087438528
22,51.14662565964667,75.2676087790893
23,75.00492087082402,99.12590399026664
24,75.14138555207533,99.26236867151795
25,10.53918372862823,34.660166848070844
26,335.85445803957833,359.97544115902093
27,338.1985905136482,2.3195736330907835
28,45.0,69.1209831194426
29,74.05460409907715,98.17558721851975
30,0.0,24.1209831194426
31,355.98582430458896,20.106807424031558
32,45.0,69.1209831194426
33,1.193489423982035,25.314472543424642
34,71.56505117707799,95.68603429652057
35,71.02959219151346,95.15057531095607
36,74.05460409907715,98.17558721851975
37,335.0952311919048,359.2162143113474
38,0.0,24.1209831194426
39,357.9174347202691,22.038417839711713
40,337.03622694014547,1.157210059588067
41,0.0,24.1209831194426
42,356.3670492605118,20.488032379954404
43,76.21840276434638,100.33938588378896
44,74.05460409907715,98.17558721851975
45,10.007979801441337,34.128962920883964
46,73.77980630439721,97.9007894238398
47,9.462322208025617,33.583305327468224
48,338.3691131634821,2.4900962829246964
49,74.05460409907715,98.17558721851975
50,332.87869659584135,356.99967971528395
51,10.007979801441337,34.128962920883964
52,354.8978347476418,19.018817867084408
53,354.4724598483438,18.593442967786416
54,8.2758928270752,32.39687594651781
55,356.26860300083956,20.38958612028216
56,45.0,69.1209831194426
57,10.491477012331599,34.612460131774185
58,45.0,69.1209831194426
59,338.1985905136482,2.3195736330907835
60,45.0,69.1209831194426
61,340.1678701497816,4.288853269224205
62,0.0,24.1209831194426
63,0.0,24.1209831194426
64,44.3414568224364,68.46243994187898
65,10.491477012331599,34.612460131774185
66,334.722277764447,358.8432608838896
67,337.03622694014547,1.157210059588067
68,354.7099187946287,18.83090191407132
69,331.3895403340348,355.5105234534774
70,328.3924977537511,352.5134808731937
71,0.0,24.1209831194426
72,66.37062226934319,90.49160538878579
73,325.8855270546587,350.0065101741013
74,0.9548412538721887,25.075824373314788
75,329.19855402386315,353.31953714330575
76,41.6335393365702,65.75452245601281
77,77.24246783912332,101.36345095856592
78,81.2538377374448,105.3748208568874
79,345.6186054089094,9.739588528351987
80,58.67130713219584,82.79229025163846
81,62.98733465206146,87.10831777150406
82,0.0,24.1209831194426
83,0.0,24.1209831194426
84,13.29857033049428,37.41955344993687
85,357.75425743410494,21.875240553547542
86,270.0,294.1209831194426
87,347.19573393471325,11.316717054155845
88,346.8907918018457,11.011774921288293
89,17.744671625056935,41.86565474449952
90,19.707978842978722,43.82896196242132
91,270.0,294.1209831194426
92,270.0,294.1209831194426
93,50.71059313749964,74.83157625694224
94,49.899092453787766,74.02007557323037
95,355.333141628561,19.454124748003608
96,0.0,24.1209831194426
97,352.5284408234076,16.649423942850206
98,357.2297842027998,21.350767322242405
99,0.0,24.1209831194426
100,0.0,24.1209831194426
101,33.38851357611151,57.509496695554105
102,270.0,294.1209831194426
103,0.0,24.1209831194426
104,71.56505117707799,95.68603429652057
105,82.14668669802178,106.26766981746437
106,13.19061071220685,37.311593831649475
107,270.0,294.1209831194426
108,49.573921259900864,73.69490437934348
109,52.94347181059042,77.06445493003304
110,270.0,294.1209831194426
111,270.0,294.1209831194426
112,270.0,294.1209831194426
113,270.0,294.1209831194426
114,49.82076607809266,73.94174919753527
115,350.3947958449871,14.515778964429671
116,57.9946167919165,82.11559991135908
117,17.96913974015702,42.0901228595996
118,270.0,294.1209831194426
119,270.0,294.1209831194426
120,275.2900812053713,299.4110643248139
121,32.98852161363456,57.10950473307719
122,280.1755108430432,304.2964939624858
123,277.38604315126724,301.50702627070984
124,38.99099404250548,63.11197716194806
125,285.6422464572087,309.7632295766513
126,45.0,69.1209831194426
127,1.8476102659945959,25.968593385437202
128,326.0234559637431,350.1444390831857
129,50.77432590266327,74.89530902210589
130,50.31454566994475,74.43552878938738
131,73.73979529168804,97.86077841113064
132,33.690067525979785,57.81105064542237
133,45.0,69.1209831194426
134,31.6075022462489,55.72848536569148
135,327.9946167919165,352.1155999113591
136,330.52411099675425,354.64509411619684
137,67.45693899994212,91.57792211938471
138,72.8380811971347,96.95906431657727
139,306.50144112050634,330.62242423994894
140,67.91282839677164,92.03381151621426
141,309.0531369460265,333.1741200654691
142,315.0,339.1209831194426
143,313.7269699799433,337.8479530993859
144,279.8193006387579,303.9402837582005
145,324.65989307844234,348.78087619788494
146,85.53284093861072,109.65382405805332
147,7.523820438638627,31.644803558081207
148,13.448615051686517,37.56959817112909
149,343.14160123226173,7.262584351704334
150,0.0,24.1209831194426
151,21.61477894278625,45.735762062228844
152,352.278174199869,16.3991573193116
153,284.03624346792645,308.15722658736905
154,346.9306821037178,11.051665223160398
155,343.3792430861079,7.500226205550518
156,342.31560797344224,6.436591092884839
157,3.865461169851747,27.986444289294354
158,6.84277341263094,30.963756532073546
159,305.86982351772133,329.9908066371639
160,280.73889710090543,304.85988022034803
161,270.0,294.1209831194426
162,90.0,114.1209831194426
163,339.44395478041656,3.56493789985916
164,270.0,294.1209831194426
165,349.59228868750995,13.713271806952548
166,341.89623696549336,6.017220084935957
167,283.49573328079583,307.61671640023843
168,288.1380821555973,312.2590652750399
169,3.2704879231835653,27.391471042626165
170,348.27488798483495,12.395871104277546
171,345.42578380196124,9.546766921403844
172,277.1250163489018,301.2459994683444
173,270.0,294.1209831194426
174,2.642545294064724,26.763528413507345
175,341.24134965215774,5.362332771600336
176,307.33319573818585,331.45417885762845
177,270.0,294.1209831194426
178,16.798371781305296,40.91935490074792
179,81.86989764584403,105.99088076528665
180,13.240519915187205,37.36150303462978
181,300.1013045655997,324.2222876850423
182,332.4027041313563,356.5236872507989
183,352.67359333983046,16.79457645927306
184,329.19855402386315,353.31953714330575
185,41.268603000839555,65.38958612028216
186,351.86989764584405,15.990880765286647
187,342.96223220437435,7.083215323816944
188,316.80873932249204,340.92972244193464
189,332.7004277886672,356.8214109081098
190,299.47588900324575,323.59687212268835
191,270.0,294.1209831194426
192,337.3801350519596,1.5011181714021973
193,303.340707346477,327.4616904659196
194,45.0,69.1209831194426
195,300.9637565320735,325.0847396515161
196,307.09283729704157,331.21382041648417
197,299.6044507460049,323.7254338654475
198,337.16634582208246,1.287328941525061
199,298.9509952074668,323.0719783269094
200,334.5922818910515,358.7132650104941
201,298.52311860631204,322.64410172575464
202,40.81508387488159,64.93606699432416
203,0.0,24.1209831194426
204,65.46227152342222,89.5832546428648
205,61.87626461671118,85.99724773615378
206,61.38954033403479,85.51052345347739
207,47.60256220249981,71.72354532194242
208,296.565051177078,320.6860342965206
209,0.0,24.1209831194426
210,40.48601154199874,64.60699466144132
211,42.20729763428672,66.3282807537293
212,0.0,24.1209831194426
213,51.63251461513847,75.75349773458106
214,30.96375653207352,55.084739651516145
215,68.68208772453845,92.80307084398106
216,331.7826441452707,355.9036272647133
217,0.0,24.1209831194426
218,0.0,24.1209831194426
219,0.0,24.1209831194426
220,0.0,24.1209831194426
221,315.0,339.1209831194426
222,40.0607844578738,64.1817675773164
223,0.0,24.1209831194426
224,0.0,24.1209831194426
225,0.0,24.1209831194426
226,6.9810574068297955,31.10204052627239
227,4.864514437760526,28.985497557203132
228,37.26640190097714,61.38738502041974
229,2.935673446421173,27.05665656586376
230,0.0,24.1209831194426
231,2.5448043798130953,26.665787499255714
232,26.11391263029071,50.23489574973331
233,277.1250163489018,301.2459994683444
234,24.904768808095188,49.02575192753778
235,351.57303097851934,15.69401409796194
236,349.07719528013075,13.19817839957335
237,283.09189306434683,307.21287618378943
238,0.0,24.1209831194426
239,277.9893267663969,302.1103098858395
240,270.0,294.1209831194426
241,351.32682595212026,15.447809071562858
242,355.5153939904554,19.63637710989798
243,0.0,24.1209831194426
244,28.523118606312032,52.64410172575464
245,88.87669728592458,112.99768040536719
246,295.6410058243053,319.7619889437479
247,271.43209618416466,295.55307930360726
248,20.05609473657542,44.177077856018
249,10.43747535111818,34.558458470560765
250,17.571258778322424,41.69224189776503
251,49.76364169072618,73.88462481016876
252,19.384515679357836,43.50549879880043
253,270.0,294.1209831194426
254,324.323591778138,348.4445748975806
255,0.0,24.1209831194426
256,276.63251461513846,300.75349773458106
257,22.619864948040426,46.740848067483
258,25.463345061871614,49.58432818131422
259,315.0,339.1209831194426
260,314.2747757009407,338.3957588203833
261,315.0,339.1209831194426
262,317.17474411461006,341.29572723405266
263,63.43494882292201,87.55593194236462
264,290.2825590889166,314.4035422083592
265,289.57312583041016,313.69410894985276
266,324.05788812861766,348.17887124806026
267,68.74949449286676,92.87047761230934
268,315.7440592028887,339.8650423223313
269,315.0,339.1209831194426
270,314.19307054489764,338.31405366434024
271,24.77514056883192,48.89612368827454
272,27.64597536373868,51.76695848318127
273,0.0,24.1209831194426
274,301.7989128242944,325.919895943737
275,26.980230718222856,51.101213837665455
276,45.0,69.1209831194426
277,271.43209618416466,295.55307930360726
278,270.0,294.1209831194426
279,336.44773632710536,0.5687194465479593
280,43.264295411071615,67.3852785305142
281,302.22875743509854,326.34974055454114
282,315.83031548625803,339.95129860570063
283,317.81555668421123,341.93653980365383
284,0.0,24.1209831194426
285,0.0,24.1209831194426
286,24.567171320601314,48.68815444004389
287,312.82525588538994,336.94623900483253
288,355.710846671181,19.8318297906236
289,33.94358701975181,58.064570139194416
290,315.0,339.1209831194426
291,34.87532834460218,58.996311464044766
292,37.04247477308286,61.16345789252546
293,315.0,339.1209831194426
294,74.9315118405078,99.05249495995042
295,0.0,24.1209831194426
296,0.0,24.1209831194426
297,23.355564859286005,47.476547978728604
298,305.5376777919744,329.658660911417
299,299.89890183861456,324.01988495805716
300,0.0,24.1209831194426
301,16.69924423399362,40.82022735343622
302,281.04094018032373,305.16192329976633
303,45.0,69.1209831194426
304,32.94921511659045,57.070198236033036
305,0.0,24.1209831194426
306,28.926425835253614,53.04740895469621
307,289.17900802581073,313.29999114525333
308,315.0,339.1209831194426
309,33.929797422060645,58.05078054150323
310,308.33334010909863,332.4543232285412
311,28.88658176691071,53.00756488635329
312,27.758540601060023,51.87952372050262
313,26.980230718222856,51.101213837665455
314,12.757532160876679,36.87851528031928
315,15.679524122419252,39.80050724186185
316,301.75948008481276,325.88046320425536
317,301.8907918018457,326.0117749212883
318,25.769327624338715,49.8903107437813
319,273.8785245028477,297.9995076222903
320,270.0,294.1209831194426
321,18.94650468950905,43.067487808951626
322,15.945395900922854,40.066379020365446
323,55.43747535111818,79.55845847056077
324,0.0,24.1209831194426
325,42.13759477388825,66.25857789333088
326,0.0,24.1209831194426
327,0.0,24.1209831194426
328,291.8014094863518,315.9223926057944
329,39.92039213998543,64.04137525942804
330,40.91438322002513,65.03536633946771
331,315.0,339.1209831194426
332,45.0,69.1209831194426
333,45.0,69.1209831194426
334,45.0,69.1209831194426
335,45.0,69.1209831194426
336,82.50414236027014,106.62512547971272
337,270.0,294.1209831194426
338,45.0,69.1209831194426
339,86.13453883014826,110.25552194959084
340,270.0,294.1209831194426
341,343.6104596659652,7.731442785407808
342,346.21840276434637,10.339385883788964
343,346.7594800848128,10.88046320425542
344,345.6997225508144,9.820705670256984
345,270.0,294.1209831194426
346,58.3924977537511,82.51348087319371
347,57.264773727892404,81.38575684733502
348,276.0724564072077,300.1934395266503
349,270.0,294.1209831194426
350,0.0,24.1209831194426
351,352.7249950421107,16.84597816155332
352,317.00955381302117,341.13053693246377
353,345.30268072048807,9.423663839930668
354,324.4623222080256,348.5833053274682
355,353.2901631922431,17.411146311685684
356,340.08359400619094,4.204577125633534
357,0.0,24.1209831194426
358,272.7927023657133,296.9136854851559
359,353.15722658736905,17.27820970681165
360,36.304497122575235,60.42548024201784
361,328.3245312618908,352.4455143813334
362,45.0,69.1209831194426
363,353.79655209830815,17.917535217750753
364,26.965714432870143,51.08669755231273
365,277.76516601842536,301.88614913786796
366,71.1468412355809,95.26782435502349
367,72.64597536373867,96.76695848318127
368,45.0,69.1209831194426
369,328.8406954916556,352.9616786110982
370,326.5346206536447,350.6556037730873
371,326.30993247402023,350.4309155934628
